M_max_Msun,R_max_km,sigma_crit_star
2.1711284269641005,12.299901360062012,79.01398139712279
2.19598496698402,12.414201445975161,79.01398139712279
2.2091221320824905,12.364691065374661,79.31955357645347
2.0437353710883777,11.36160883339147,79.41336961369012
2.2503312142996146,12.656530446097326,79.54875227834039
2.1066277334511225,11.733739873810329,79.58692045031239
2.2461590216640674,12.601724276750263,79.66000472059527
2.1730500389958065,12.133369020250115,80.01303089425618
2.1041421656859427,12.022536250783917,81.01445292663566
2.120279026395328,12.095071984364157,81.01445292663566
2.138089466418506,12.182975748525402,81.01445292663566
2.157935172607579,12.276460253595783,81.01445292663566
2.179817035901099,12.376053199022417,81.01445292663566
2.2033578903257043,12.48205502768468,81.01445292663566
2.2285517189594333,12.594044177167678,81.01445292663566
2.2555997970814876,12.715178243609918,81.01445293710458
2.242771953157924,12.546638593548959,81.0242198399522
2.2806741959860815,12.791567228092735,81.39953968317047
2.2850181813803516,12.849754743132264,81.40121748827706
2.1386743378461266,11.91153941942201,81.44968400534206
2.0742369669490603,11.525019409029868,81.48995839633074
2.206209440430333,12.310624379513275,81.72656578865876
2.012662558583382,11.162680161126708,82.20060420533764
2.277190240749988,12.738906331831338,82.68368620716437
2.133670839252526,12.196702409387791,82.94522673138802
2.15041628651678,12.274985529495684,82.94522673138802
2.1691418615319775,12.360270709206553,82.94522673138802
2.1896627728950815,12.45251122884769,82.94522673138802
2.2118791437533254,12.552065714981516,82.94522673138802
2.235777923586298,12.664491238214183,82.94522673138802
2.262083514652085,12.786036859836722,82.94522673138802
2.290286336187039,12.91301234595709,82.94522673138802
2.3160541741908265,12.989233854012966,83.09802658233315
2.3202034661203745,13.045047783529663,83.21225574602715
2.170900023135157,12.086634432365152,83.22457126671861
2.240110482410666,12.500823987613279,83.38304277201543
2.104935359812902,11.69484965655585,83.46270135350699
2.0421240609528137,11.318034870716383,84.27039161333582
2.3127682271709946,12.930963193649609,84.30024902563017
2.3517116757830445,13.183432559977696,84.75658837556675
2.1644176646509035,12.369891440613289,84.8101998824067
2.1816592044896392,12.447848799780738,84.8101998824067
2.2007664400102662,12.539082199616102,84.8101998824067
