set,quark_tag,snapshot,sigma,phase,nBH_over_n0,T_nuc_MeV
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.547492103600758,10.801125801748373
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.587289955780164,10.63124078730201
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.62708780795957,10.464846968826606
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.666891977258371,10.3029130767794
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.706689829437776,10.146217088311433
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.746487681617182,9.995392611717607
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.786285533796589,9.850597011119445
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.826089703095389,9.709085409261183
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.865887555274795,9.568487012423377
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.905685407454201,9.428573595710713
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.9454832596336065,9.289080054977232
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,6.985287428932407,9.149476103598834
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.025085281111814,9.009615382642245
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.064883133291219,8.869361957257848
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.104680985470625,8.728641397662567
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.1444788376500314,8.587475090182199
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.1842830069488315,8.446157504180444
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.224080859128238,8.304768396604576
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.263878711307644,8.163802141548146
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.30367656348705,8.023704062888998
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.34348073278585,7.884976936972257
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.3832785849652565,7.749266251521833
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.423076437144663,7.618023136323037
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.462874289324068,7.49192102917744
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.502678458622867,7.3709745023929045
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.542476310802275,7.254959887541059
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.5822741629816806,7.143536241010545
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.622072015161087,7.035964142512129
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.661869867340493,6.931649873626885
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.701674036639292,6.8300699784615295
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.741471888818699,6.730560492610563
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.7812697409981055,6.6323582956568305
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.821067593177512,6.534915299561048
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.860871762476311,6.437484083070103
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.900669614655716,6.33935349028636
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.940467466835124,6.239808281560033
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,7.98026531901453,6.137744947712949
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.020069488313329,6.0321229304420605
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.059867340492735,5.92156676151228
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.099665192672141,5.805197183628122
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.13946304485155,5.683268142572236
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.179267214150348,5.556800408778817
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.219065066329753,5.427841818276383
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.258862918509159,5.299257535334636
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.298660770688565,5.173996686358701
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.338458622867973,5.054584185908075
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.378262792166772,4.9425420612422
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.418060644346179,4.838685050210935
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.457858496525585,4.743234425053498
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.49765634870499,4.655685424311041
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.53746051800379,4.57564360596227
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.577258370183197,4.505997094521065
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.617056222362603,4.454580676823094
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.656854074542009,4.404679015798269
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.696658243840808,4.355892440359706
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.736456096020214,4.308103525157128
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.77625394819962,4.261026888957261
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.816051800379027,4.2145322567757795
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.855855969677828,4.168422983344432
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.895653821857234,4.122578665316898
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.93545167403664,4.076858876994802
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,8.975249526216045,4.031107087010925
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.015047378395451,3.9852333907545607
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.054851547694252,3.9390721679902834
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.094649399873658,3.89240226393268
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.134447252053064,3.8449967659825623
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.17424510423247,3.7967271276072787
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.21404927353127,3.7473716145013616
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.253847125710676,3.69676790601731
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.293644977890082,3.6448330506468825
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.333442830069488,3.5913496493497696
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.373246999368288,3.536196356661431
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.413044851547696,3.479324069969959
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.452842703727102,3.4207234096658077
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.492640555906506,3.360399118869114
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.532438408085913,3.2984096772409868
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.572242577384712,3.2348554911292626
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.61204042956412,3.169958976093562
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.651838281743526,3.1039730180729235
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.691636133922932,3.037189191442708
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.731440303221731,2.9700852998168257
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.771238155401138,2.903065174292322
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.811036007580544,2.8367177335747655
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.85083385975995,2.7717816500377093
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.89063802905875,2.7082122896926144
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.930435881238155,2.646416760201775
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,9.970233733417562,2.586729766247539
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.010031585596968,2.529429182102358
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.049835754895767,2.4746424622856305
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.089633607075173,2.4224971653522003
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.12943145925458,2.3730121029068716
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.169229311433986,2.326213196981935
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.209027163613394,2.2820495097245375
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.248831332912193,2.240353774295252
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.288629185091597,2.2011331429853587
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.328427037271004,2.164192049241044
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.36822488945041,2.1294261471141995
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.40802905874921,2.0967054387568242
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.447826910928617,2.0658381715522958
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.487624763108023,2.036836493639242
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.52742261528743,2.009537951034952
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.567226784586229,1.9838312604562254
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.607024636765635,1.9595797247975943
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.646822488945041,1.9366523311603754
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.686620341124447,1.9149454943589368
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.726424510423248,1.8943369591327328
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.766222362602655,1.8747508713691108
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.806020214782059,1.8561100376982196
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.845818066961465,1.8383448965957108
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.885615919140871,1.821402312808396
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.925420088439672,1.8052096570150487
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,10.965217940619079,1.7897246322607356
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.005015792798485,1.774902837924278
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.044813644977891,1.7607020205477182
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.08461781427669,1.7470854520606203
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.124415666456096,1.7340174319614103
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.164213518635503,1.7214668332701921
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.204011370814909,1.7093984598955467
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.243815540113708,1.6977989605879102
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.283613392293114,1.686156456499169
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.32341124447252,1.674892121860506
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.363209096651927,1.6640181093229616
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.403006948831333,1.6535204760845006
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.442811118130132,1.643383638770564
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.482608970309538,1.6335913887947522
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.522406822488946,1.6241807927869583
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.562204674668353,1.6151149034027348
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.602008843967152,1.6064234487396292
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.641806696146556,1.5980410802130227
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.681604548325963,1.5899219660986368
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.72140240050537,1.5820489033281975
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.76120656980417,1.5744140047417936
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.801004421983576,1.5670115786374814
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.840802274162982,1.559830951921214
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.880600126342388,1.5528618494381152
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.920404295641188,1.546099563491255
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,11.960202147820594,1.5395340162129096
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,cfl,12.0,1.533160942413123
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.0153847125710675,99.18742580137068
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.0551838281743526,98.1498835311096
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.0949835754895767,97.10436384807772
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.1347826910928616,96.0498059419576
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.1745818066961466,94.9850635440561
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.214381554011371,93.9090460030425
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.2541806696146558,92.82056472370024
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.2939797852179407,91.71840122873029
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.333779532533165,90.60146035293461
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.3735786481364498,89.46845858704562
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.413377763739735,88.31822807723442
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.453177511054959,87.14959423973008
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.4929766266582438,85.96138093141244
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.532775742261529,84.75254016331607
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.5725754895767532,83.52208382953224
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.6123746051800378,82.26923761439323
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.652173720783323,80.99343267960286
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.6919734680985472,79.69453367200708
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.7317725837018318,78.37256146388981
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.771571699305117,77.02832142957429
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.8113714466203412,75.66303448069525
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.8511705622236259,74.27865427033075
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.890969677826911,72.87794418650728
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.9307694251421352,71.46445824517899
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,1.9705685407454203,70.04221825866438
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.010367656348705,68.61618501760631
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.050167403663929,67.19162694545108
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.089966519267214,65.77419554972354
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.129765634870499,64.36916815017152
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.169565382185723,62.982121986924064
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.209364497789008,61.61763256573278
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.249163613392293,60.279820718442274
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.2889633607075175,58.97212602076675
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.328762476310802,57.696957091740565
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.368561591914087,56.45625149837631
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.4083613392293115,55.25105396991852
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.448160454832596,54.08169678144073
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.4879595704358817,52.948252232745375
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.5277593177511055,51.85068437056731
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.56755843335439,50.78725636429508
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.6073575489576757,49.75750562308133
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.6471572962728995,48.759939846546814
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.686956411876184,47.79433729989129
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.726756159191409,46.85908312639669
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.7665552747946935,45.95249537777472
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.8063543903979786,45.073069321852586
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.846154137713203,44.22049958703822
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.8859532533164876,43.392353592382314
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.9257523689197726,42.588252198588016
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,2.965552116234997,41.80703525484694
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.0053512318382816,41.04707022054978
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.0451503474415667,40.3077344469799
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.084950094756791,39.58828173994839
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.124749210360076,38.8871530337896
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.1645483259633607,38.20439570075512
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.204348073278585,37.538494620025034
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.2441471888818696,36.888772808663944
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.283946304485155,36.25469157452159
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.323746051800379,35.63535752535975
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.3635451674036636,35.03009807016534
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.403344283006949,34.43856597696357
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.443144030322173,33.86045518557073
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.4829431459254576,33.29446471009169
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.522742261528743,32.74064793973551
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.562542008843967,32.19864163623556
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.6023411244472525,31.668285466471342
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.642140240050537,31.148263378061095
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.681939987365761,30.638916170328905
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.7217391029690465,30.14030125517939
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.761538218572331,29.65102047089171
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.801337965887555,29.171630866003103
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.8411370814908405,28.70188755626416
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.880936197094125,28.241336926455226
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.92073594440935,27.789998604938408
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,3.9605350600126346,27.347335386182223
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.00033417561592,26.913438133760437
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.040133922931144,26.488197200400574
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.079933038534429,26.071350672506448
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.119732154137713,25.66261568608635
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.1595319014529375,25.262360443965775
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.199331017056222,24.87024098434884
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.239130132659508,24.485987493079516
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.278929879974732,24.109678730753462
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.318728995578017,23.741107084868467
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.358528742893241,23.381456495448994
Set B,B4158_D157_a0.13_ms100,$t_{T_\mathrm{max}}$,200.0,unpCFL,4.3983278584965255,23.05109101365777
